Price,Address,Details,URL,Image File
"$999,000","245 BROCK AVENUE, Toronto, ON",4 bed 3 bath,https://www.remax.ca/on/toronto-real-estate/245-brock-avenue-wp_idm73000004-26980867-lst,images/245_BROCK_AVENUE__Toronto__ON.jpg
"$1,598,000","19 EARL STREET, Toronto, ON",3 bed 3 bath,https://www.remax.ca/on/toronto-real-estate/19-earl-street-wp_idm73000004-26980873-lst,images/19_EARL_STREET__Toronto__ON.jpg
"$400,000","1109 - 705 KING STREET W, Toronto, ON",0 bed 1 bath,https://www.remax.ca/on/toronto-real-estate/1109-705-king-street-w-wp_idm73000004-26980874-lst,images/1109___705_KING_STREET_W__Toronto__ON.jpg
"$1,795,000","78 SOUTHVALE DRIVE, Toronto, ON",3 bed 3 bath,https://www.remax.ca/on/toronto-real-estate/78-southvale-drive-wp_idm73000004-26980860-lst,images/78_SOUTHVALE_DRIVE__Toronto__ON.jpg
"$899,888","179 VIRGINIA AVENUE, Toronto, ON",2 bed 2 bath,https://www.remax.ca/on/toronto-real-estate/179-virginia-avenue-wp_idm73000004-26979878-lst,images/179_VIRGINIA_AVENUE__Toronto__ON.jpg
"$2,399,000","1566 MOUNT PLEASANT ROAD, Toronto, ON",3 bed 4 bath,https://www.remax.ca/on/toronto-real-estate/1566-mount-pleasant-road-wp_idm73000004-26979840-lst,images/1566_MOUNT_PLEASANT_ROAD__Toronto__ON.jpg
"$2,200,000","1408 - 438 RICHMOND STREET W, Toronto, ON",2 bed 2 bath,https://www.remax.ca/on/toronto-real-estate/1408-438-richmond-street-w-wp_idm73000004-26979836-lst,images/1408___438_RICHMOND_STREET_W__Toronto__ON.jpg
"$749,000","7 BRYANT AVENUE, Toronto, ON",2 bed 2 bath,https://www.remax.ca/on/toronto-real-estate/7-bryant-avenue-wp_idm73000004-26979876-lst,images/7_BRYANT_AVENUE__Toronto__ON.jpg
"$499,900","210 - 90 GLEN EVEREST ROAD, Toronto, ON",1 bed 1 bath,https://www.remax.ca/on/toronto-real-estate/210-90-glen-everest-road-wp_idm73000004-26979865-lst,images/210___90_GLEN_EVEREST_ROAD__Toronto__ON.jpg
"$17,800,000","50 PARK LANE CIRCLE, Toronto, ON",9 bed 16 bath,https://www.remax.ca/luxury/on/toronto-real-estate/50-park-lane-circle-wp_idm73000004-26979831-lst,images/50_PARK_LANE_CIRCLE__Toronto__ON.jpg
"$599,000","947 - 1030 KING STREET W, Toronto, ON",2 bed 2 bath,https://www.remax.ca/on/toronto-real-estate/947-1030-king-street-w-wp_idm73000004-26979824-lst,images/947___1030_KING_STREET_W__Toronto__ON.jpg
"$1,199,000","74 ROBERTA DRIVE, Toronto, ON",3 bed 2 bath,https://www.remax.ca/on/toronto-real-estate/74-roberta-drive-wp_idm73000004-26979829-lst,images/74_ROBERTA_DRIVE__Toronto__ON.jpg
"$1,125,000","403 - 365 CHURCH STREET, Toronto, ON",2 bed 2 bath,https://www.remax.ca/on/toronto-real-estate/403-365-church-street-wp_idm73000004-26979822-lst,images/403___365_CHURCH_STREET__Toronto__ON.jpg
"$849,990","1705 - 100 WESTERN BATTERY ROAD, Toronto, ON",2 bed 2 bath,https://www.remax.ca/on/toronto-real-estate/1705-100-western-battery-road-wp_idm73000004-26979790-lst,images/1705___100_WESTERN_BATTERY_ROAD__Toronto__ON.jpg
"$1,599,900","101 - 676 RICHMOND STREET W, Toronto, ON",2 bed 2 bath,https://www.remax.ca/on/toronto-real-estate/101-676-richmond-street-w-wp_idm73000004-26979806-lst,images/101___676_RICHMOND_STREET_W__Toronto__ON.jpg
"$599,900","1528 - 250 WELLINGTON STREET W, Toronto, ON",2 bed 1 bath,https://www.remax.ca/on/toronto-real-estate/1528-250-wellington-street-w-wp_idm73000004-26979801-lst,images/1528___250_WELLINGTON_STREET_W__Toronto__ON.jpg
"$1,500,000","12 - 151 MERTON STREET, Toronto, ON",4 bed 3 bath,https://www.remax.ca/on/toronto-real-estate/12-151-merton-street-wp_idm73000004-26979826-lst,images/12___151_MERTON_STREET__Toronto__ON.jpg
"$699,900","3315 - 45 CHARLES STREET E, Toronto, ON",2 bed 1 bath,https://www.remax.ca/on/toronto-real-estate/3315-45-charles-street-e-wp_idm73000004-26979802-lst,images/3315___45_CHARLES_STREET_E__Toronto__ON.jpg
"$1,299,000","1410 - 8 SCOLLARD STREET, Toronto, ON",3 bed 2 bath,https://www.remax.ca/on/toronto-real-estate/1410-8-scollard-street-wp_idm73000004-26979825-lst,images/1410___8_SCOLLARD_STREET__Toronto__ON.jpg
"$1,299,000","407 - 3 SOUTHVALE DRIVE, Toronto, ON",2 bed 2 bath,https://www.remax.ca/on/toronto-real-estate/407-3-southvale-drive-wp_idm73000004-26979816-lst,images/407___3_SOUTHVALE_DRIVE__Toronto__ON.jpg
"$1,020,000","1710 - 5 ST JOSEPH STREET, Toronto, ON",2 bed 2 bath,https://www.remax.ca/on/toronto-real-estate/1710-5-st-joseph-street-wp_idm73000004-26979813-lst,images/1710___5_ST_JOSEPH_STREET__Toronto__ON.jpg
"$631,249","823 - 20 EDWARD STREET, Toronto, ON",1 bed 1 bath,https://www.remax.ca/on/toronto-real-estate/823-20-edward-street-wp_idm73000004-26979810-lst,images/823___20_EDWARD_STREET__Toronto__ON.jpg
"$5,200","202 - 193 HEATH STREET W, Toronto, ON",2 bed 2 bath,https://www.remax.ca/on/toronto-real-estate/202-193-heath-street-w-wp_idm73000004-26979815-lst,images/202___193_HEATH_STREET_W__Toronto__ON.jpg
"$548,000","3802 - 251 JARVIS STREET, Toronto, ON",2 bed 1 bath,https://www.remax.ca/on/toronto-real-estate/3802-251-jarvis-street-wp_idm73000004-26979809-lst,images/3802___251_JARVIS_STREET__Toronto__ON.jpg
"$1,060,000","1606 - 35 HAYDEN STREET, Toronto, ON",3 bed 2 bath,https://www.remax.ca/on/toronto-real-estate/1606-35-hayden-street-wp_idm73000004-26979798-lst,images/1606___35_HAYDEN_STREET__Toronto__ON.jpg
"$899,999","4212 - 488 UNIVERSITY AVENUE, Toronto, ON",2 bed 1 bath,https://www.remax.ca/on/toronto-real-estate/4212-488-university-avenue-wp_idm73000004-26979785-lst,images/4212___488_UNIVERSITY_AVENUE__Toronto__ON.jpg
"$1,795,000","157 GERRARD STREET E, Toronto, ON",0 bed 4 bath,https://www.remax.ca/on/toronto-real-estate/157-gerrard-street-e-wp_idm73000004-26979787-lst,images/157_GERRARD_STREET_E__Toronto__ON.jpg
"$1,575,000","401 CLINTON Street, Toronto, ON",5 bed 3 bath,https://www.remax.ca/on/toronto-real-estate/401-clinton-street-wp_idm73000004-26979076-lst,images/401_CLINTON_Street__Toronto__ON.jpg
"$675,000","35 HAYDEN Street Unit# 401, Toronto, ON",2 bed 2 bath,https://www.remax.ca/on/toronto-real-estate/35-hayden-street-unit-401-wp_idm73000004-26979301-lst,images/35_HAYDEN_Street_Unit__401__Toronto__ON.jpg
"$3,299,000","8 YORKLEIGH AVENUE, Toronto, ON",5 bed 5 bath,https://www.remax.ca/on/toronto-real-estate/8-yorkleigh-avenue-wp_idm73000004-26979002-lst,images/8_YORKLEIGH_AVENUE__Toronto__ON.jpg
"$420,000","528 - 90 STADIUM ROAD, Toronto, ON",0 bed 1 bath,https://www.remax.ca/on/toronto-real-estate/528-90-stadium-road-wp_idm73000004-26978813-lst,images/528___90_STADIUM_ROAD__Toronto__ON.jpg
"$1,199,000","86 BRUCEWOOD CRESCENT, Toronto, ON",4 bed 2 bath,https://www.remax.ca/on/toronto-real-estate/86-brucewood-crescent-wp_idm73000004-26978812-lst,images/86_BRUCEWOOD_CRESCENT__Toronto__ON.jpg
"$585,000","3308 - 36 PARK LAWN ROAD, Toronto, ON",1 bed 1 bath,https://www.remax.ca/on/toronto-real-estate/3308-36-park-lawn-road-wp_idm73000004-26979007-lst,images/3308___36_PARK_LAWN_ROAD__Toronto__ON.jpg
"$888,000","623A MCROBERTS AVENUE, Toronto, ON",3 bed 2 bath,https://www.remax.ca/on/toronto-real-estate/623a-mcroberts-avenue-wp_idm73000004-26979006-lst,images/623A_MCROBERTS_AVENUE__Toronto__ON.jpg
"$1,399,000","203 MACDONELL AVENUE, Toronto, ON",3 bed 2 bath,https://www.remax.ca/on/toronto-real-estate/203-macdonell-avenue-wp_idm73000004-26978978-lst,images/203_MACDONELL_AVENUE__Toronto__ON.jpg
"$1,099,000","140 BROWNVILLE AVENUE, Toronto, ON",5 bed 2 bath,https://www.remax.ca/on/toronto-real-estate/140-brownville-avenue-wp_idm73000004-26978989-lst,images/140_BROWNVILLE_AVENUE__Toronto__ON.jpg
"$1,125,000","19 - 130 LONG BRANCH AVENUE N, Toronto, ON",3 bed 3 bath,https://www.remax.ca/on/toronto-real-estate/19-130-long-branch-avenue-n-wp_idm73000004-26978968-lst,images/19___130_LONG_BRANCH_AVENUE_N__Toronto__ON.jpg
"$775,000","1304 - 240 SCARLETT ROAD, Toronto, ON",3 bed 2 bath,https://www.remax.ca/on/toronto-real-estate/1304-240-scarlett-road-wp_idm73000004-26978961-lst,images/1304___240_SCARLETT_ROAD__Toronto__ON.jpg
"$499,900","412 - 17 ZORRA STREET, Toronto, ON",1 bed 1 bath,https://www.remax.ca/on/toronto-real-estate/412-17-zorra-street-wp_idm73000004-26978965-lst,images/412___17_ZORRA_STREET__Toronto__ON.jpg
"$939,000","50 WILLIAM STREET, Toronto, ON",3 bed 2 bath,https://www.remax.ca/on/toronto-real-estate/50-william-street-wp_idm73000004-26978955-lst,images/50_WILLIAM_STREET__Toronto__ON.jpg
"$685,000","1007 - 38 JOE SHUSTER WAY, Toronto, ON",2 bed 2 bath,https://www.remax.ca/on/toronto-real-estate/1007-38-joe-shuster-way-wp_idm73000004-26978941-lst,images/1007___38_JOE_SHUSTER_WAY__Toronto__ON.jpg
"$1,350,000","1 SOUTHVIEW AVENUE, Toronto, ON",4 bed 2 bath,https://www.remax.ca/on/toronto-real-estate/1-southview-avenue-wp_idm73000004-26978951-lst,images/1_SOUTHVIEW_AVENUE__Toronto__ON.jpg
"$474,900","205 - 1 NEIGHBOURHOOD LANE, Toronto, ON",1 bed 1 bath,https://www.remax.ca/on/toronto-real-estate/205-1-neighbourhood-lane-wp_idm73000004-26978950-lst,images/205___1_NEIGHBOURHOOD_LANE__Toronto__ON.jpg
"$999,900","29 SORLYN AVENUE, Toronto, ON",5 bed 2 bath,https://www.remax.ca/on/toronto-real-estate/29-sorlyn-avenue-wp_idm73000004-26978948-lst,images/29_SORLYN_AVENUE__Toronto__ON.jpg
"$1,088,800","74 GILLEY ROAD, Toronto, ON",7 bed 3 bath,https://www.remax.ca/on/toronto-real-estate/74-gilley-road-wp_idm73000004-26978940-lst,images/74_GILLEY_ROAD__Toronto__ON.jpg
"$410,000","304 - 2874 KEELE STREET, Toronto, ON",1 bed 1 bath,https://www.remax.ca/on/toronto-real-estate/304-2874-keele-street-wp_idm73000004-26978937-lst,images/304___2874_KEELE_STREET__Toronto__ON.jpg
"$999,900","17 ATHLETIC AVENUE, Toronto, ON",3 bed 2 bath,https://www.remax.ca/on/toronto-real-estate/17-athletic-avenue-wp_idm73000004-26978851-lst,images/17_ATHLETIC_AVENUE__Toronto__ON.jpg
"$1,099,000","298 HIGHFIELD ROAD, Toronto, ON",3 bed 2 bath,https://www.remax.ca/on/toronto-real-estate/298-highfield-road-wp_idm73000004-26978854-lst,images/298_HIGHFIELD_ROAD__Toronto__ON.jpg
"$999,000","42 WESTWOOD AVENUE, Toronto, ON",3 bed 2 bath,https://www.remax.ca/on/toronto-real-estate/42-westwood-avenue-wp_idm73000004-26978849-lst,images/42_WESTWOOD_AVENUE__Toronto__ON.jpg
"$1,099,900","26 HUBERT AVENUE, Toronto, ON",6 bed 3 bath,https://www.remax.ca/on/toronto-real-estate/26-hubert-avenue-wp_idm73000004-26978840-lst,images/26_HUBERT_AVENUE__Toronto__ON.jpg
"$3,295,000","62 ROSE PARK DRIVE, Toronto, ON",3 bed 3 bath,https://www.remax.ca/on/toronto-real-estate/62-rose-park-drive-wp_idm73000004-26978805-lst,images/62_ROSE_PARK_DRIVE__Toronto__ON.jpg
"$699,000","405 - 399 ADELAIDE STREET W, Toronto, ON",2 bed 1 bath,https://www.remax.ca/on/toronto-real-estate/405-399-adelaide-street-w-wp_idm73000004-26978789-lst,images/405___399_ADELAIDE_STREET_W__Toronto__ON.jpg
"$2,850,000","149 HILLSDALE AVENUE E, Toronto, ON",5 bed 5 bath,https://www.remax.ca/on/toronto-real-estate/149-hillsdale-avenue-e-wp_idm73000004-26978798-lst,images/149_HILLSDALE_AVENUE_E__Toronto__ON.jpg
"$4,995,000","34 GREEN VALLEY ROAD, Toronto, ON",5 bed 4 bath,https://www.remax.ca/luxury/on/toronto-real-estate/34-green-valley-road-wp_idm73000004-26978794-lst,images/34_GREEN_VALLEY_ROAD__Toronto__ON.jpg
"$839,000","1908 - 361 FRONT STREET W, Toronto, ON",3 bed 2 bath,https://www.remax.ca/on/toronto-real-estate/1908-361-front-street-w-wp_idm73000004-26978783-lst,images/1908___361_FRONT_STREET_W__Toronto__ON.jpg
"$20,800,000","27 SOUTH DRIVE, Toronto, ON",6 bed 9 bath,https://www.remax.ca/luxury/on/toronto-real-estate/27-south-drive-wp_idm73000004-26978791-lst,images/27_SOUTH_DRIVE__Toronto__ON.jpg
"$479,900","1403 - 99 HARBOUR SQUARE, Toronto, ON",0 bed 1 bath,https://www.remax.ca/on/toronto-real-estate/1403-99-harbour-square-wp_idm73000004-26978788-lst,images/1403___99_HARBOUR_SQUARE__Toronto__ON.jpg
"$799,000","2807 - 20 RICHARDSON STREET, Toronto, ON",2 bed 2 bath,https://www.remax.ca/on/toronto-real-estate/2807-20-richardson-street-wp_idm73000004-26978799-lst,images/2807___20_RICHARDSON_STREET__Toronto__ON.jpg
"$1,679,000","37 SHAFTESBURY AVENUE, Toronto, ON",3 bed 3 bath,https://www.remax.ca/on/toronto-real-estate/37-shaftesbury-avenue-wp_idm73000004-26978787-lst,images/37_SHAFTESBURY_AVENUE__Toronto__ON.jpg
"$588,000","3509 - 5 MARINER TERRACE, Toronto, ON",1 bed 1 bath,https://www.remax.ca/on/toronto-real-estate/3509-5-mariner-terrace-wp_idm73000004-26978770-lst,images/3509___5_MARINER_TERRACE__Toronto__ON.jpg
"$649,880","1010 - 330 RICHMOND ST WEST STREET W, Toronto, ON",1 bed 1 bath,https://www.remax.ca/on/toronto-real-estate/1010-330-richmond-st-west-street-w-wp_idm73000004-26978769-lst,images/1010___330_RICHMOND_ST_WEST_STREET_W__Toronto__ON.jpg
"$899,900","2008 - 21 GRAND MAGAZINE STREET, Toronto, ON",3 bed 2 bath,https://www.remax.ca/on/toronto-real-estate/2008-21-grand-magazine-street-wp_idm73000004-26978764-lst,images/2008___21_GRAND_MAGAZINE_STREET__Toronto__ON.jpg
"$14,680,000","175 TEDDINGTON PARK AVENUE, Toronto, ON",6 bed 9 bath,https://www.remax.ca/luxury/on/toronto-real-estate/175-teddington-park-avenue-wp_idm73000004-26978778-lst,images/175_TEDDINGTON_PARK_AVENUE__Toronto__ON.jpg
"$3,499,000","16 NOEL AVENUE, Toronto, ON",3 bed 4 bath,https://www.remax.ca/on/toronto-real-estate/16-noel-avenue-wp_idm73000004-26978767-lst,images/16_NOEL_AVENUE__Toronto__ON.jpg
"$2,679,000","180 WOBURN AVENUE, Toronto, ON",4 bed 5 bath,https://www.remax.ca/on/toronto-real-estate/180-woburn-avenue-wp_idm73000004-26978743-lst,images/180_WOBURN_AVENUE__Toronto__ON.jpg
"$1,800","#3 - 152 RUSHOLME ROAD, Toronto, ON",1 bed 1 bath,https://www.remax.ca/on/toronto-real-estate/3-152-rusholme-road-wp_idm73000004-26978756-lst,images/_3___152_RUSHOLME_ROAD__Toronto__ON.jpg
"$1,349,000","615 SOUDAN AVENUE, Toronto, ON",3 bed 2 bath,https://www.remax.ca/on/toronto-real-estate/615-soudan-avenue-wp_idm73000004-26978748-lst,images/615_SOUDAN_AVENUE__Toronto__ON.jpg
"$625,000","909 - 330 RICHMOND STREET W, Toronto, ON",1 bed 1 bath,https://www.remax.ca/on/toronto-real-estate/909-330-richmond-street-w-wp_idm73000004-26978745-lst,images/909___330_RICHMOND_STREET_W__Toronto__ON.jpg
"$739,000","827 - 95 PRINCE ARTHUR AVENUE, Toronto, ON",1 bed 1 bath,https://www.remax.ca/on/toronto-real-estate/827-95-prince-arthur-avenue-wp_idm73000004-26978742-lst,images/827___95_PRINCE_ARTHUR_AVENUE__Toronto__ON.jpg
"$1,295,000","616 MILLWOOD ROAD E, Toronto, ON",2 bed 2 bath,https://www.remax.ca/on/toronto-real-estate/616-millwood-road-e-wp_idm73000004-26978733-lst,images/616_MILLWOOD_ROAD_E__Toronto__ON.jpg
"$579,000","3510 - 11 WELLESLEY STREET W, Toronto, ON",0 bed 1 bath,https://www.remax.ca/on/toronto-real-estate/3510-11-wellesley-street-w-wp_idm73000004-26978741-lst,images/3510___11_WELLESLEY_STREET_W__Toronto__ON.jpg
"$599,900","16 Yonge Street, Unit #1704, Toronto, ON",1 bed 1 bath,https://www.remax.ca/on/toronto-real-estate/16-yonge-street-unit-1704-wp_idm73000004-26978259-lst,images/16_Yonge_Street__Unit__1704__Toronto__ON.jpg
"$665,000","203 - 801 KING STREET, Toronto, ON",2 bed 1 bath,https://www.remax.ca/on/toronto-real-estate/203-801-king-street-wp_idm73000004-26978086-lst,images/203___801_KING_STREET__Toronto__ON.jpg
"$1,349,000","95 MOREAU TRAIL, Toronto, ON",5 bed 3 bath,https://www.remax.ca/on/toronto-real-estate/95-moreau-trail-wp_idm73000004-26978100-lst,images/95_MOREAU_TRAIL__Toronto__ON.jpg
"$705,000","PH113 - 942 YONGE STREET, Toronto, ON",2 bed 1 bath,https://www.remax.ca/on/toronto-real-estate/ph113-942-yonge-street-wp_idm73000004-26978093-lst,images/PH113___942_YONGE_STREET__Toronto__ON.jpg
"$2,499,000","51 ALAMEDA AVENUE, Toronto, ON",4 bed 4 bath,https://www.remax.ca/on/toronto-real-estate/51-alameda-avenue-wp_idm73000004-26978094-lst,images/51_ALAMEDA_AVENUE__Toronto__ON.jpg
"$749,900","406 - 110 CHARLES STREET E, Toronto, ON",2 bed 1 bath,https://www.remax.ca/on/toronto-real-estate/406-110-charles-street-e-wp_idm73000004-26978092-lst,images/406___110_CHARLES_STREET_E__Toronto__ON.jpg
"$599,900","108 - 1801 O'CONNOR DRIVE, Toronto, ON",3 bed 2 bath,https://www.remax.ca/on/toronto-real-estate/108-1801-o-connor-drive-wp_idm73000004-26978089-lst,images/108___1801_O_CONNOR_DRIVE__Toronto__ON.jpg
"$698,000","802 - 99 JOHN STREET, Toronto, ON",2 bed 1 bath,https://www.remax.ca/on/toronto-real-estate/802-99-john-street-wp_idm73000004-26978085-lst,images/802___99_JOHN_STREET__Toronto__ON.jpg
"$685,000","505 - 75 WYNFORD HEIGHTS CRESCENT, Toronto, ON",2 bed 2 bath,https://www.remax.ca/on/toronto-real-estate/505-75-wynford-heights-crescent-wp_idm73000004-26977843-lst,images/505___75_WYNFORD_HEIGHTS_CRESCENT__Toronto__ON.jpg
"$649,900","SPH1702 - 17 DUNDONALD STREET, Toronto, ON",1 bed 1 bath,https://www.remax.ca/on/toronto-real-estate/sph1702-17-dundonald-street-wp_idm73000004-26977841-lst,images/SPH1702___17_DUNDONALD_STREET__Toronto__ON.jpg
"$979,900","64 SHARPE STREET, Toronto, ON",4 bed 2 bath,https://www.remax.ca/on/toronto-real-estate/64-sharpe-street-wp_idm73000004-26977738-lst,images/64_SHARPE_STREET__Toronto__ON.jpg
"$5,480,000","2C ORMSBY CRESCENT, Toronto, ON",5 bed 6 bath,https://www.remax.ca/luxury/on/toronto-real-estate/2c-ormsby-crescent-wp_idm73000004-26977734-lst,images/2C_ORMSBY_CRESCENT__Toronto__ON.jpg
"$528,000","3518 - 82 DALHOUSIE STREET, Toronto, ON",0 bed 1 bath,https://www.remax.ca/on/toronto-real-estate/3518-82-dalhousie-street-wp_idm73000004-26977732-lst,images/3518___82_DALHOUSIE_STREET__Toronto__ON.jpg
"$629,990","4206 - 181 DUNDAS STREET E, Toronto, ON",2 bed 1 bath,https://www.remax.ca/on/toronto-real-estate/4206-181-dundas-street-e-wp_idm73000004-26977724-lst,images/4206___181_DUNDAS_STREET_E__Toronto__ON.jpg
"$1,186,999","### - 100 BARTLEY DRIVE, Toronto, ON",5 bed 4 bath,https://www.remax.ca/on/toronto-real-estate/100-bartley-drive-wp_idm73000004-26977629-lst,images/______100_BARTLEY_DRIVE__Toronto__ON.jpg
"$649,000","203 - 88 SCOTT STREET, Toronto, ON",2 bed 1 bath,https://www.remax.ca/on/toronto-real-estate/203-88-scott-street-wp_idm73000004-26977637-lst,images/203___88_SCOTT_STREET__Toronto__ON.jpg
"$2,150","UNIT 3A - 877 MILLWOOD ROAD, Toronto, ON",1 bed 1 bath,https://www.remax.ca/on/toronto-real-estate/unit-3a-877-millwood-road-wp_idm73000004-26977621-lst,images/UNIT_3A___877_MILLWOOD_ROAD__Toronto__ON.jpg
"$865,000","4005 - 110 CHARLES STREET E, Toronto, ON",2 bed 2 bath,https://www.remax.ca/on/toronto-real-estate/4005-110-charles-street-e-wp_idm73000004-26977537-lst,images/4005___110_CHARLES_STREET_E__Toronto__ON.jpg
"$1,149,000","110 - 80 VANAULEY STREET, Toronto, ON",2 bed 3 bath,https://www.remax.ca/on/toronto-real-estate/110-80-vanauley-street-wp_idm73000004-26977534-lst,images/110___80_VANAULEY_STREET__Toronto__ON.jpg
"$629,900","508 - 375 KING STREET, Toronto, ON",1 bed 1 bath,https://www.remax.ca/on/toronto-real-estate/508-375-king-street-wp_idm73000004-26977531-lst,images/508___375_KING_STREET__Toronto__ON.jpg
"$2,895,000","504 - 4 LOWTHER AVENUE, Toronto, ON",2 bed 2 bath,https://www.remax.ca/on/toronto-real-estate/504-4-lowther-avenue-wp_idm73000004-26977438-lst,images/504___4_LOWTHER_AVENUE__Toronto__ON.jpg
"$648,000","525 - 1030 KING STREET W, Toronto, ON",1 bed 1 bath,https://www.remax.ca/on/toronto-real-estate/525-1030-king-street-w-wp_idm73000004-26977434-lst,images/525___1030_KING_STREET_W__Toronto__ON.jpg
"$2,450,000","1171 ROSELAWN AVENUE, Toronto, ON",3 bed 1 bath,https://www.remax.ca/on/toronto-real-estate/1171-roselawn-avenue-wp_idm73000004-26977296-lst,images/1171_ROSELAWN_AVENUE__Toronto__ON.jpg
"$899,000","302 - 71 CHARLES STREET E, Toronto, ON",2 bed 2 bath,https://www.remax.ca/on/toronto-real-estate/302-71-charles-street-e-wp_idm73000004-26977274-lst,images/302___71_CHARLES_STREET_E__Toronto__ON.jpg
"$649,000","3302 - 2200 LAKESHORE BOULEVARD W, Toronto, ON",2 bed 1 bath,https://www.remax.ca/on/toronto-real-estate/3302-2200-lakeshore-boulevard-w-wp_idm73000004-26977193-lst,images/3302___2200_LAKESHORE_BOULEVARD_W__Toronto__ON.jpg
"$1,799,999","72 STORMONT AVENUE, Toronto, ON",8 bed 3 bath,https://www.remax.ca/on/toronto-real-estate/72-stormont-avenue-wp_idm73000004-26977008-lst,images/72_STORMONT_AVENUE__Toronto__ON.jpg
"$2,199,000","58 ULSTER STREET, Toronto, ON",4 bed 4 bath,https://www.remax.ca/on/toronto-real-estate/58-ulster-street-wp_idm73000004-26977003-lst,images/58_ULSTER_STREET__Toronto__ON.jpg
"$839,900","202 - 829 RICHMOND STREET W, Toronto, ON",4 bed 2 bath,https://www.remax.ca/on/toronto-real-estate/202-829-richmond-street-w-wp_idm73000004-26977004-lst,images/202___829_RICHMOND_STREET_W__Toronto__ON.jpg
"$2,500","#LOWER - 58 ULSTER STREET, Toronto, ON",1 bed 1 bath,https://www.remax.ca/on/toronto-real-estate/lower-58-ulster-street-wp_idm73000004-26976996-lst,images/_LOWER___58_ULSTER_STREET__Toronto__ON.jpg
